id,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,classe
20251128_072755.jpg,57534.0,59389.0,0.9687652595598512,68.89134227713201,2907.723074314106,5.785723026242472,613.3221087298937,0.2491352407231136,0.3278166613832276,0.8939387110824701,0.2307676303889247,-0.2056880625792581,46.68874414567127,0.324853228962818,1232.2884466648102,1
20251128_072755.jpg_aug0,57521.5,59657.5,0.9641956166450153,51.44220763270137,2355.3655274190714,5.203925607857,164.51382269904008,0.3193386686378595,0.4352288448764819,0.9650445339365356,0.8565707576554951,0.733924610844316,44.878119881829726,0.34980237154150196,1281.727045416832,1
20251128_072755.jpg_aug1,57513.0,59602.5,0.9649427456901976,65.62284271236533,3003.4939165162004,5.54739851512823,360.874006177589,0.291956942542491,0.3867343627918206,0.9397056097348142,0.2052377349760836,-0.6298890132771944,44.47255611363672,0.36127744510978044,1293.224519252777,1
20251128_072755.jpg_aug2,57522.0,59588.5,0.965320489691803,55.349511125325535,2429.838743421622,5.226536826855806,161.64542933086793,0.30375577484723804,0.4276382740891387,0.9666699637424646,0.684989356281343,0.36511751830362327,45.06888794288058,0.3379174852652259,1276.312831878662,1
20251128_072755.jpg_aug3,57304.0,59674.5,0.9602761648610378,58.03291205897841,3095.483938152644,5.087700196347574,321.5269458719752,0.37162219798065543,0.4572109641749021,0.948043919356051,0.39503904036034254,-0.7012927224947392,40.519877812608605,0.43415637860082307,1414.2194669246674,1
20251128_072755.jpg_aug4,57507.5,59622.5,0.9645268145414903,69.63584065993705,3377.4621562372827,5.5192595761833925,164.08828757653566,0.30498578789884234,0.44398319696695104,0.9756327396960405,0.12251005094700018,-0.9162099193300528,43.780199920132155,0.3714859437751004,1313.550420165062,1
20251128_072829.jpg,50107.0,54042.5,0.9271776842300041,65.93576091609589,2361.714810626058,5.459665635218044,555.0563422309028,0.2374041675894884,0.32509982411487365,0.8809658757325461,-0.2786640331261577,-1.1533131192218495,37.84672974711319,0.28515625,1323.9453008174896,1
20251128_072829.jpg_aug0,50218.5,54335.0,0.9242385202907887,57.8369674569154,2882.484585204872,4.739459924963548,369.60448404714003,0.3703102015917515,0.46137694440782645,0.9357892898860389,0.055634966543585226,-1.57289369480825,38.88735179116029,0.3702213279678068,1291.3838995695114,1
20251128_072829.jpg_aug1,50141.5,54356.5,0.9224563759623964,53.95291836734694,2892.8243751566015,4.462926826285955,338.9220676149248,0.41221433763519066,0.4960758702586979,0.9414332134276338,0.18296432563767603,-1.5740752013231527,37.203818790632745,0.40816326530612246,1347.751430630684,1
20251128_072829.jpg_aug2,50066.0,53861.0,0.929540855164219,56.81951772131413,2860.9612654954103,4.502803519712063,363.54134354242336,0.38307701781804876,0.46342687094280977,0.9364030702421313,0.08183934598051514,-1.5784510318813032,36.940686650970825,0.36926147704590817,1355.3077795505524,1
20251128_072829.jpg_aug3,50051.5,53790.5,0.9304895845920748,54.91230054774947,3175.95043375646,4.387979771665847,362.51141419810006,0.434589865920385,0.5107141512278419,0.9429721918086406,0.23602857784511527,-1.5583781751260228,35.982224739514955,0.41295546558704455,1391.0062638521194,1
20251128_072829.jpg_aug4,50107.0,54042.5,0.9271776842300041,82.26882223886986,3392.7954973393344,5.447211113525481,282.07906087239576,0.23649351643561728,0.3790183280135077,0.9579640588133227,-0.44982898334267923,-1.302010345435203,37.84672974711319,0.28515625,1323.9453008174896,1
20251128_072852.jpg,56606.0,59801.0,0.9465727997859568,59.898807322485204,2229.214219176633,5.495954021756062,376.6313037986528,0.2561279491794227,0.3617896505481158,0.9149826757685057,0.03434810238988976,-0.709299587638764,44.794376287074265,0.330078125,1263.6854152679443,1
